"adjid","item1","quantity1","supplier1","item1_unitprice","item1_total","supplier1_quotation_date","supplier1_quotation","supplier2","supplier2_unitprice1","supplier2_total1","supplier2_quotation_date","supplier2_quotation","supplier3","supplier3_unitprice1","supplier3_total1","supplier3_quotation_date","supplier3_quotation","description","specifications","award1","pr_number","date_created","section_code","remarks","direct_purchase1","direct_purchase2","direct_purchase3","direct_purchase4","direct_purchase5","direct_purchase6","direct_purchase7","direct_purchase8","direct_purchase9","direct_purchase10","service_type","ace","ace_spec","proc_ref","region"
"D22112168","Dec 2022 rental","1","JJ MAINTENANCE","1.00","1.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintance  invoice 004 SCSO Njenda","specs/","JJ MAINTENANCE","10240882","2022-11-21 10:28:00","523001",,"direct_purchases/Invocie for rent - December 2022- 2365 Mt Pleasant , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112173","Dec 2022 rental","1","JJ MAINTENANCE","695500.00","695500.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance Dec 2022 rental for Maorera Mabvuku depot","specs/","JJ MAINTENANCE","10240884","2022-11-21 10:30:58","523001",,"direct_purchases/Invocie for rent - December 2022- 213 Fidelity , Manresa , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112231","Dec 2022 rental","1","Guest and Tanner","640640.00","640640.00","2022-11-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner Dec 2022 rental for DM Mbavarira","specs/","Guest and Tanner","10240927","2022-11-22 08:32:58","523001",,"direct_purchases/2032 WESTGATE DECEMBER RENT ADVICE .pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112266","Dec 2022 rental","1","Sandeven","521900.00","521900.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandavan Holdings Dec 2022 rental for Mr Makove PROJECTS","specs/","Sandeven","10240897","2022-11-22 08:42:01","523001",,"direct_purchases/Sandvevan  Dec 2022 Rental Invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112278","Dec 2022 rental","1","Rod Bell Real Estate","325000.00","325000.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rod Bell Real Estate ","specs/","Rod Bell Real Estate","10240879","2022-11-22 08:38:48","523001",,"direct_purchases/Rodbell Invoice - Zetdc - December 2022 - 12 Frederick Booth Ave..pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112279","Dec 2022 rental","1","Guest and Tanner","3300897.00","3300897.00","2022-11-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner Dec 2022 rent for Ruwa Depot","specs/","Guest and Tanner","10240929","2022-11-22 08:29:52","523001",,"direct_purchases/SHUMBA CLOSE RUWA DECEMBER RENT ADVICE NOTE .pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112591","data bundle","1","Telone","111474.00","111474.00","2022-11-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Telone data bundle top up","specs/","Telone","10241009","2022-11-25 07:56:10","523001",,"direct_purchases/ZETDC TOP UP QUOTE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D22120125","Dec 2022 rental","1","Crusader Real Estate","760000.00","760000.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Dec 2022 rent for Eng Tachiona","specs/","Crusader Real Estate","10241377","2022-12-01 08:56:50","523001",,"direct_purchases/ZETDC DECEMBER INVOICE CRUSADER.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2212013","Ground water levies","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Mamyame  ground water levies","specs/","Upper Manyame","10241281","2022-12-01 12:25:49","523001",,"direct_purchases/1669897549scan0006.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120142","Ground water levies","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame UNDERGROUND WATER LEVIES","specs/","Upper Manyame","10241275","2022-12-01 12:12:15","523001",,"direct_purchases/1669896735scan0002.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120145","ground water  levies ","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame  Borrowdale ground levies  Nov 2021 to Jan 2022","specs/","Upper Manyame","10241276","2022-12-01 12:21:37","523001",,"direct_purchases/1669897297scan0004.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120150","Ground water levies","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," upper manyame ground water levies ","specs/","Upper Manyame","10241283","2022-12-01 12:29:46","523001",,"direct_purchases/1669897786scan0008.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120174","undergound water levies for zetdc","1","Upper Manyame","1021726.00","1021726.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame underground levies for zetdc  Harare","specs/","Upper Manyame","10241285","2022-12-01 12:18:16","523001",,"direct_purchases/1669897096scan0003.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120180","Ground water levies","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," \Upper Manyame ground water levies ","specs/","Upper Manyame","10241282","2022-12-01 12:27:53","523001",,"direct_purchases/1669897673scan0007.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120181","Ground water levies","1","Upper Manyame","105.00","105.00","2022-12-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame ground water levies","specs/","Upper Manyame","10241277","2022-12-01 12:23:47","523001",,"direct_purchases/1669897427scan0005.pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D22120713","Dec 2022 rental","1","Z.A.S.","1616027.00","1616027.00","2022-12-07","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Z.A.S. Dec 2022 rent for Showground offices","specs/","Z.A.S.","10241600","2022-12-07 11:21:15","523001",,"direct_purchases/1670412075scan0009.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22121313","keys","1","KB LOCKSMITH","89250.00","89250.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," key rplacement for banking hall entrance car park side","specs/","KB LOCKSMITH","10241860","2022-12-13 12:31:45","523001",,"direct_purchases/1670934705scan0019.pdf",,,,,,,,,,"Direct Purchase",,,"acc475005","harare"
"D22121321","Lunch","1","Simbisa Brands","134400.00","134400.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Lunch for Engineering Productivity meeting","specs/","Simbisa Brands","10241871","2022-12-13 13:32:27","524601",,"direct_purchases/1670938347scan0023.pdf",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D22121332","security services","1","safeguard","125400.00","125400.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," safeguard security services 50Dunkled ","specs/","safeguard","10241864","2022-12-13 12:37:20","523001",,"direct_purchases/1670935040scan0018.pdf",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D22121335"," Refuse collection  services for the month of Octo","1","Ladgen","2000000.00","2000000.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ladgen refuse collection for the month of October 2022","specs/","Ladgen","10241833","2022-12-13 08:16:21","523001",,"direct_purchases/scan0016.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22121348","Refreshments","1","TM Pick n Pay","29489.00","29489.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Refreshments for Engineering Productivity meeting","specs/","TM Pick n Pay","10241873","2022-12-13 13:36:30","524601",,"direct_purchases/1670938590scan0024.pdf",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D22121366","Teas","1","Simbisa Brands","50400.00","50400.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Teas for Engineering Productivity Meeting","specs/","Simbisa Brands","10241869","2022-12-13 13:26:35","524601",,"direct_purchases/1670937995scan0022.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22121372","Ladgen Refuse collection for the month of Septembe","1","Ladgen","1.00","1.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ladgen refuse services for the month of September 2022","specs/","Ladgen","10241832","2022-12-13 08:05:33","523001",,"direct_purchases/1670918733scan0012.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22121375","Tiles","1","Open House","1837485.00","1837485.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Materials for tiling second floor","specs/","Open House","10241799","2022-12-13 13:43:07","524601",,"direct_purchases/1670938987scan0010.pdf",,,,,,,,,,"Direct Purchase",,,"acc475005","harare"
"D22121376","KEYS BANKING HALL","1","KB LOCKSMITH","53250.00","53250.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," KEYS FOR BANKING HALL ENTANCE","specs/","KB LOCKSMITH","10241859","2022-12-13 12:34:43","523001",,"direct_purchases/1670934883scan0020.pdf",,,,,,,,,,"Direct Purchase",,,"acc475005","harare"
"D22121394","Ladgen Refuse collection for the month of November","1","Ladgen","200000.00","200000.00","2022-12-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ladgen Refuse collection","specs/","Ladgen","10241836","2022-12-13 08:22:49","523001",,"direct_purchases/scan0015.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D23012051"," Guest and Tanner jan 2023 rent shortfall","1","Guest and Tanner","220542.00","220542.00","2023-01-20","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner January 2023 rent balance","specs/","Guest and Tanner","10243383","2023-01-20 14:12:01","523001",,"direct_purchases/JANUARY BALANCE   RENT ADVICE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23012083","data bundle","3","Telone","99691.00","299073.00","2023-01-20","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL DATA BUNDLE FOR GM, FM AND HRAM","specs/","Telone","10243381","2023-01-20 14:05:35","523001",,"direct_purchases/ZETDC INTENSE X3 QUOTE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473300","harare"
"D23012412","rent","1",,"0.00","0.00","2023-01-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS Jan 2023 rental for Showground Offices","specs/","ZAS","10243556","2023-01-24 12:09:27","523001",,"direct_purchases/1674562167SAZ.jpeg",,,,,,,,,,,,,"acc474010","harare"
"D23012439","rent","1",,"0.00","0.00","2023-01-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS Jan 2023 rental for Showground Offices","specs/","ZAS","10243556","2023-01-24 12:09:34","523001",,"direct_purchases/1674562174SAZ.jpeg",,,,,,,,,,,,,"acc474010","harare"
"D2301245","rent","1","ZAS","1679756.00","1679756.00","2023-01-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS Jan 2023 rental for Showground Offices","specs/","ZAS","10243556","2023-01-24 12:09:22","523001",,"direct_purchases/SAZ.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23012487","feb rent","1","ZAS","1813462.00","1813462.00","2023-01-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS Feb 2023 rental for Showground ","specs/","ZAS","10243558","2023-01-24 12:17:16","523001",,"direct_purchases/SAZ2.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23013019","rent feb 2023","1","STOHILL","2313630.00","2313630.00","2023-01-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Stohill properties rental for Feb, March and April 2023 DM South Eng Chigumira","specs/","STOHILL","10243874","2023-01-30 11:49:00","523001",,"direct_purchases/stohill invoice.jpg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2301309","feb rent","1","Guest and Tanner","764550.00","764550.00","2023-01-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," GUEST AND TANNER   FEB 2023 RENTAL FOR  DM EAST ENG MBAVARIRA","specs/","Guest and Tanner","10243874","2023-01-30 11:08:27","523001",,"direct_purchases/2032 WESTGATE FEBRUARY RENT.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23013097","Ruwa depot feb rent","1","Guest and Tanner","3956546.00","3956546.00","2023-01-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," guest and tanner February 2023 rental","specs/","Guest and Tanner","10243875","2023-01-30 11:00:40","523001",,"direct_purchases/SHUMBA CLOSE RUWA FEBRUARY RENT.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2302022","feb rent","1","Crusader Real Estate","850000.00","850000.00","2023-02-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Crusader ","specs/","Crusader Real Estate","10244155","2023-02-02 07:43:31","523001",,"direct_purchases/crus.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23020240","feb rent","1","JJ MAINTENANCE","960000.00","960000.00","2023-02-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," February rent for SCSO Mwale","specs/","JJ MAINTENANCE","10244146","2023-02-02 06:18:04","523001",,"direct_purchases/Invocie for rent - Febuary 2023 - 13 Campbelton road , bluffhil harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2302027","feb rent","1","JJ MAINTENANCE","104000.00","104000.00","2023-02-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," February 2023 rent for SCSO Njenda","specs/","JJ MAINTENANCE","10244147","2023-02-02 06:20:13","523001",,"direct_purchases/Invocie for rent - February 2023- 2365 Mt Pleasant , harare (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23020289","feb rent","1","JJ MAINTENANCE","856000.00","856000.00","2023-02-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," February 2023 rent for SCSO Maorera","specs/","JJ MAINTENANCE","10244148","2023-02-02 06:21:48","523001",,"direct_purchases/Invocie for rent - February 2023- 213 Fidelity , Manresa , harare (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23020668","feb rent","1","zoomway","665000.00","665000.00","2023-02-06","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZOOMWAY RENTAL FOR FEBRUARY 2023 - SCSO SATANDE BORROWDALE DEPOT","specs/","zoomway","10244272","2023-02-06 06:45:22","523001",,"direct_purchases/Zetdc February 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23020846","herald and Sunday mail","1","Zimbabwe Newspapers","1950.00","1950.00","2023-02-08","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," 7copies a week Herald and Sunday Mail for 6 months - Management","specs/","Zimbabwe Newspapers","10244430","2023-02-08 08:04:20","523001",,"direct_purchases/WhatsApp Image 2023-02-08 at 10.02.47.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D23022295","Refuse collection","1","Ladgen","200000.00","200000.00","2023-02-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Refuse collection","specs/","Ladgen","10245139","2023-02-22 14:54:31","523001",,"direct_purchases/WhatsApp Image 2023-02-22 at 16.53.42.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D23022321","Rent arrears  Sept 2022 to Oct 2022","1","Fly Path","1600.00","1600.00","2023-02-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Fly path pvt limited renatl arrears for no. 40 of stand number 347 prospect for Ms J Masaire","specs/","Fly Path","10245138","2023-02-23 10:40:32","523001",,"direct_purchases/Invoice Mail - ZETDC 2022  ARREARS.xlsx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022722","March 2023 rent","1","JJ MAINTENANCE","1235000.00","1235000.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE MARCH 2023 RENTAL FOR SCSO MWALE","specs/","JJ MAINTENANCE","10245375","2023-02-27 14:15:59","523001",,"direct_purchases/Invoice - ZETDC - Mt pleasant.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022728","March 2023 rent","1","Crusader Real Estate","850000.00","850000.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Crusader, March rental for Eng. Tachiona Network Development","specs/","Crusader Real Estate","10245369","2023-02-27 14:21:42","523001",,"direct_purchases/Crusader mar invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022757","March 2023 rent","1","Guest and Tanner","875610.00","875610.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner , March 2023 rental for DM Mbavarira","specs/","Guest and Tanner","10245377","2023-02-27 14:08:49","523001",,"direct_purchases/2032 WESTGATE MARCH RENT ADVICE NOTE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2302276","March 2023 rent","1","JJ MAINTENANCE","1140000.00","1140000.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE, MARCH 2023 RENTAL FOR SCSO MWALE","specs/","JJ MAINTENANCE","10245374","2023-02-27 14:18:36","523001",,"direct_purchases/Invoice - ZETDC - BLUFFHILL.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022774","March 2023 rent","1","Guest and Tanner","4531281.00","4531281.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner March 2023 rent for Ruwa Depot","specs/","Guest and Tanner","10245378","2023-02-27 13:59:33","523001",,"direct_purchases/SHUMBA CLOSE MARCH RENT ADVICE NOTE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2302278","March 2023 rent","1","zoomway","1050000.00","1050000.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZOOMWAY, MARCH 2023 RENTAL FOR SCSO SATANDE","specs/","zoomway","10245388","2023-02-27 14:31:08","523001",,"direct_purchases/ZOOMWAY  March 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022784","March 2023 rent","1","JJ MAINTENANCE","1140000.00","1140000.00","2023-02-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE MARCH 2023 RENTAL FOR SCSO MAORERA","specs/","JJ MAINTENANCE","10245376","2023-02-27 14:11:09","523001",,"direct_purchases/Invoice - ZETDC -  MANDRESA.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23022890","March 2023 rent","1","Rod Bell Real Estate","450000.00","450000.00","2023-02-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbll Real Estate, March 2023 rental  Hwami","specs/","Rod Bell Real Estate","10245430","2023-02-28 12:14:38","523001",,"direct_purchases/Rodbell - March 2023 - 12 Frederick Booth Ave..docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23030197","March 2023 rent","1","Z.A.S.","2762013.00","2762013.00","2023-03-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS March 2023 rental for ZETDC Showground offices","specs/","Z.A.S.","10245491","2023-03-01 12:19:06","523001",,"direct_purchases/ZAS March Invoice_20230301_111937.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23030217","data bundle","3","Telone","149537.00","448611.00","2023-03-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL DATA BUNDLE FOR HR, GM AND FM","specs/","Telone","10245569","2023-03-02 13:02:15","523001",,"direct_purchases/TELONE ZETDC MARCH 2023 QUOTE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473310","harare"
"D23032143","transport for 30000 pavers to waterfalls depot","3","Histride Investiment","313043.00","939129.00","2023-03-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," transport for 30000 pavers to waterfalls depot","specs/","Histride Investiment","10246603","2023-03-21 10:24:09","523001",,"direct_purchases/Est_22132_from_HISTRIDE_INVESTMENTS_PVT_LTD_9448.pdf",,,,,,,,,,"Direct Purchase",,,"acc473600","harare"
"D23032193","ribbons for asset lablers","50","Solution Centre","32500.00","1625000.00","2023-03-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ribbons for Asset lablers","specs/","Solution Centre","10246585","2023-03-21 08:37:01","523001",,"direct_purchases/WhatsApp Image 2023-03-21 at 10.32.34 (1).jpeg",,,,,,,,,,"Direct Purchase",,,"acc466605","harare"
"D23032414","april 2023 rent","1","JJ MAINTENANCE","1320000.00","1320000.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance April rental for SCSO Mwale","specs/","JJ MAINTENANCE","10246851","2023-03-24 14:48:57","523001",,"direct_purchases/1679669337WhatsApp Image 2023-03-24 at 16.44.36.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23032425","april 2023 rent","1","JJ MAINTENANCE","1320000.00","1320000.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance april 2023 rent for SCSO Maorera Mabvuk DEPOT","specs/","JJ MAINTENANCE","10246850","2023-03-24 14:45:45","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.44.36.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23032452","security services","1","safeguard","145200.00","145200.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Safeguard security service for no. 50 Dunkled  for the period of March, April,  and May 2023","specs/","safeguard","10246845","2023-03-24 14:52:12","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.51.42.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D23032465","april 2023 rent","1","Guest and Tanner","4734890.00","4734890.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and tanner Ruwa depot April 2023 rent ","specs/","Guest and Tanner","10246846","2023-03-24 14:31:22","523001",,"direct_purchases/1679668282WhatsApp Image 2023-03-24 at 16.26.20.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23032470","april 2023 rent","1","JJ MAINTENANCE","1430000.00","1430000.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance for scso Njenda","specs/","JJ MAINTENANCE","10246852","2023-03-24 14:42:56","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.41.22.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23032476","rent","1","Guest and Tanner","914954.00","914954.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner rent for Westgate","specs/","Guest and Tanner","10246849","2023-03-24 14:27:09","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.26.20.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23032478","data bundle","3","Telone","149537.00","448611.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," telone  INTENSE * 3 ADSL data bundle for FM GM AND HRAM","specs/","Telone","10246848","2023-03-24 14:35:48","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.30.50.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D23032481","april 2023 rent","1","Z.A.S.","2296162.00","2296162.00","2023-03-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS SHOW GROUND BANKING HALL RENTAL APRIL 2023","specs/","Z.A.S.","10246847","2023-03-24 14:39:46","523001",,"direct_purchases/WhatsApp Image 2023-03-24 at 16.38.37.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2304052","april 2023 rent","1","Rod Bell Real Estate","450000.00","450000.00","2023-04-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell April 2023 rental for SCSO Maindidze","specs/","Rod Bell Real Estate","10247327","2023-04-05 11:41:44","523001",,"direct_purchases/WhatsApp Image 2023-04-05 at 12.47.02.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23040577","april 2023 rent","1","Sandeven","764065.00","764065.00","2023-04-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandavan  April  2023 rental for Makove Project","specs/","Sandeven","10247322","2023-04-05 11:38:33","523001",,"direct_purchases/Sandavan April  inv. 2023.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042620","may 2023 rent","1","STOHILL","3032370.00","3032370.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," stohill  May 2023 rent","specs/","STOHILL","10248205","2023-04-26 14:48:34","523001",,"direct_purchases/WhatsApp Image 2023-04-26 at 16.47.10.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042629","may 2023 rent","1","JJ MAINTENANCE","1560000.00","1560000.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance May rent for SCSO Maorera","specs/","JJ MAINTENANCE","10248169","2023-04-26 14:57:06","523001",,"direct_purchases/Invocie for rent - May 2023- 213 Fidelity , Manresa , harare (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042637","may 2023 rent","1","Guest and Tanner","983108.00","983108.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner May 2023 rent for DM East Eng Mbavarira","specs/","Guest and Tanner","10248174","2023-04-26 15:03:49","523001",,"direct_purchases/2032 WESTGATE MAY RENT ADVICE NOTE (00000002).docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
