"id","document_id","rfq_number","rfq_date","scope_of_work","item_required","qty","date_created","specifications","created_by","section_code","ace","ace_spec","proc_ref","region"
"325","RQ2201262","1022440","2022-01-26","Payment of Photography for Long Service Function held at Golden Conifer in December 2021",,"0","2022-12-07 10:12:16","../specifications/PREMIER-TAX CLEARANCE 2021 (1).tif","ze53821","524601",,,"acc473630","harare"
"326","RQ22012656","10224433","2022-01-26","PURCHASE OF ITEL A56, 6 INCH SCREEN,16GB MEMORY, IGB RAM CELLPHONE FOR CHIKOMO ISHMAEL A REVENUE ASSURANCE ASSISTANT AT GLENVIEW CSC",,"0","2022-12-07 10:12:16","../specifications/CHIKOMO CELLPHONE QUOTATION PINELAND TECHNOLOGY.pdf","ze53821","524601",,,"acc473310","harare"
"327","RQ22012631","10224430","2022-01-26","PROCUREMENT OF MOBILE PHONES FOR K. CHARAKUPA AND L. ZABA. ",,"0","2022-12-07 10:12:16","../specifications/tax clearance certificate CHARAKUPA STOLEN PHONE.pdf","ze53821","524601",,,"acc473310","harare"
"328","RQ22012785","10224382","2022-01-27","carry out clutch overhaul and attend to hard starting on hr 5265 adr0916 glen view depot",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"329","RQ22012790","10222593","2022-01-27","veh misfiring",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"330","RQ22012839","10224511","2022-01-28","MEDICAL BILLS PAYMENT IN RESPECT OF MR G SATANDE SCSO BORROWDALE WHO WAS HOSPITALISED AT BORROWDALE HOSPITAL",,"0","2022-12-07 10:12:16","../specifications/SATANDE G BILL.jfif","ze30570","524701",,,"acc473670","harare"
"331","RQ22013073","10224461","2022-01-30","attend to brake wheel cylinders leaking on ACU 0024 F/N 2644",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"332","RQ22013066","10224663","2022-01-30","CARRY OUT SUSPENSION O/HAUL ON HR 5235 ADI 3704 OPPS/MAINS",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"333","RQ2201312","90224522","2022-01-31","CARRY OUT SERVICE ONUD REG AFN3478 F/N 5325",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"334","RQ22013196","90224462","2022-01-31","ENGINE OVERHAUL FOR HR 5150 ACI 4722 MITSIBUSHI LANCER MACHINE WORK",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"335","RQ22020187","10224678","2022-02-01"," Cellphones for Revenue Assurance Assist-T.Mhlanga, M.Bowa, W.Muza, T.Chikwizo, J.Bopoto, C.Matsungo& K.Pirikisi",,"0","2022-12-07 10:12:16","../specifications/Cell phone Quotation 1.pdf","ze7269","524502",,,"acc473310","harare"
"336","RQ22020134","90224743","2022-02-01","replace ignition key and reupholster seat on hr 5256 adr 0895",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"337","RQ22020185","10224736","2022-02-01","supply and fit 4 new injectors on hr 5289 reg no aes4685 np 300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"338","RQ2202011","10224734","2022-02-01","CARRY OUT CLUTCH OVERHAUL ON L200 F/N 882 AAP9347",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"339","RQ22020115","10224726","2022-02-01","CARRY OUT DIFF O/HAUL ON ADR 0899 F/N 5259 NP 300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"340","RQ22020164","10224665","2022-02-01","ATTEND TO FUEL STARVATION AND MISFIRING ON HR 5275 ADY1776",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"341","RQ22020140","10224462","2022-02-01","ENGINE O/HAUL ON HR 5150 ACI4722",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"342","RQ22020136","10224761","2022-02-01","ATTEND TO FRONT W/BEARINGS AND REPLACE RH W/MIRROR",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"343","RQ22020214","10224522","2022-02-02","CARRY OUT SERVICE ON HR 5325 NISSAN UD",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"344","RQ22020259","10221209","2022-02-02","SUPPLY FRT SPRINGS SHACKLES HANGERS /PINS FOR HR 5152 B/DALE",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"345","RQ2202024","10224773","2022-02-02","SERVICE ON AFN 3298 HR5330",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"346","RQ22020291","10224801","2022-02-02","Door signage for Drone office first floor",,"0","2022-12-07 10:12:16","../specifications/scan0064.pdf","ze296538","523001",,,"acc473210","harare"
"347","RQ22020327","10224661","2020-02-03","11kv cable fault trenching @CB89  between W/Vale Motor Industries &SS3331",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"348","RQ22020352","10224863","2022-02-03","100M 11KV cable reclaim",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"349","RQ22020341","10224864","2022-02-03","100m cable reclaim and tracing",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"350","RQ22020379","10224983","2022-02-03","Purchase of dishwashing liquid for the purpose of handwashing",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"351","RQ22020316","10224985","2022-02-03","Soap dispensers for wynne street toilets",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"352","RQ22020330","10224986","2022-02-03","Safety shoes for RMT",,"0","2022-12-07 10:12:16","../specifications/TECHINICAL SPEC RMT.docx","ze293091","523001",,,"acc473640","harare"
"353","RQ2202038","10224989","2022-02-03","Infra red thermometers",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"354","RQ22020391","10224795","2022-02-02","ZESA NTC: Retirement Party ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473730","harare"
"355","RQ22020377","10224804","2022-02-02","Lunches for Induction: Motor mechanics contract and students on attachment",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473700","harare"
"356","RQ22020364","10224790","2022-02-02","Cable Jointing Training ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473660","harare"
"357","RQ22020325","90224846","2022-02-03","February Rental for SCSO Glen view depot Mr Mwale",,"0","2022-12-07 10:12:16","../specifications/","ze281875","523001",,,"acc474010","harare"
"358","RQ22020355","10224846","2022-02-03","February Rental for SCSO Glen view depot - Mr Mwale",,"0","2022-12-07 10:12:16","../specifications/","ze281875","523001",,,"acc474010","harare"
"359","RQ22020344","10224849","2022-02-03","Painting New Waterfalls depot",,"0","2022-12-07 10:12:16","../specifications/scan0077.pdf","ze281875","523001",,,"acc475005","harare"
"360","RQ22020439","10225024","2022-02-04","purchase of stationery for cbd depot",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc466605","harare"
"361","RQ22020434","10225042","2022-02-04","Lunch for 4th year apprentices: Pre switching revision",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473660","harare"
"362","RQ22020440","10225014","2022-02-04","Purchase of office furniture for the Engineering Manager's Office and the Secretary's Office",,"0","2022-12-07 10:12:16","../specifications/Office Furniture Quotation 24 01 2022.pdf","ze301744","524001","ACE22012586","specifications/1643091076Explanatory Notes and Specification for Office Furniture.pdf","acc475300","harare"
"363","RQ22020594","10222719","2022-02-05","ATTEND TO ACCIDENT DAMAGED HONDA  AER2950 W/FALLS",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"364","RQ22020590","10225046","2022-02-05","telephones for engineering section 2 voip handsets and 1 analogue speaker handsfree",,"0","2022-12-07 10:12:16","../specifications/scan0079.pdf","ze281875","523001",,,"acc404045","harare"
"365","RQ2202076","10225015","2022-02-04","Purchase of Toner Cartridges for EM's Secretary",,"0","2022-12-07 10:12:16","../specifications/Quotations for Cartridges.pdf","ze301744","524001",,,"acc473000","harare"
"366","RQ22020757","90225078","2022-02-07","ADSL BUNDLE FOR GM,FM,HR",,"0","2022-12-07 10:12:16","../specifications/1644224587ZETDC UNLIMITED BUNDLES QUOTE (1).pdf","ze296538","523001",,,"acc473330","harare"
"367","RQ22020777","10225078","2022-02-07","ADSL BUNDLE FOR GM,FM,HR",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc473330","harare"
"368","RQ22020780","10224854","2022-02-02","Purchase of Samsung Galaxy Tablet S7",,"0","2022-12-07 10:12:16","../specifications/S7 tablet spec. & quotation.pdf","ze301744","524001",,,"acc473310","harare"
"369","RQ22020715","10224339","2022-01-25","Purchase of Samsung Galaxy A30s for the Engineering Manager",,"0","2022-12-07 10:12:16","../specifications/Samsung A30s specs.pdf","ze301744","524001",,,"acc473310","harare"
"370","RQ22020744","10225110","2022-02-07","Accommodation for Gamunorwa Hilder",,"0","2022-12-07 10:12:16","../specifications/ZETDC HARARE REGION  ACCOMMODATION ( Hilda 28-30 Jan 2022) rtgs.pdf","ze296538","523001",,,"acc473620","harare"
"371","RQ22020791","90225107","2022-02-07","RAPID RESPONSE 50 DUNKLED ROAD",,"0","2022-12-07 10:12:16","../specifications/1644239146ALAINV202815(ALA-EZE016)(Safeguard Alarms Private Limited )(2022-02-03).pdf","ze281875","523001",,,"acc475005","harare"
"372","RQ22020758","10225107","2022-02-07","24 hour Rapid response for 50 Dunkled",,"0","2022-12-07 10:12:16","../specifications/1644240560ALAINV202815(ALA-EZE016)(Safeguard Alarms Private Limited )(2022-02-03).pdf","ze281875","523001",,,"acc474030","harare"
"373","RQ22020843","10224977","2022-02-03","Purchase of ZESA ROC certification process requirements.",,"0","2022-12-07 10:12:16","../specifications/ELECTRONIC TOOL KIT.pdf","ze237485","524101","ACE22020247","specifications/1643794131ROC T & E requirements.docx","acc281700","harare"
"374","RQ22020877","10224972","2022-02-02","Purchase of two office printers one for use by Principal Technician Projects and the other for ZESA ROC certification process",,"0","2022-12-07 10:12:16","../specifications/PRINTER LASERJET Pro MFP M521dw.docx","ze237485","524101","ACE22020241","specifications/1643793221Printers.docx","acc473020","harare"
"375","RQ22020956","10225259","2022-02-09","carry out front suspension on UD 70 HR 5253",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"376","RQ22020944","10225132","2022-02-07","PURCHASE OF TORCHES FOR LOSS CONTROL",,"0","2022-12-07 10:12:16","../specifications/scan2616.pdf","ze291412","526001",,,"acc281700","harare"
"377","RQ22020979","10224947","2022-02-07","PURCHASE OF CELL PHONE HANDSETS TO BE USED BY LOSS CONTROL FOR ALARMS RESPONSE",,"0","2022-12-07 10:12:16","../specifications/scan2603.pdf","ze291412","526001",,,"acc473310","harare"
"378","RQ2202095","10225324","2022-02-09","purchase of floor tiles for Procurement passage",,"0","2022-12-07 10:12:16","../specifications/scan0096.pdf","ze296538","523001",,,"acc475005","harare"
"379","RQ22021097","10222777","2021-12-08","PURCHASE OF 100M 2.5MM2 2 CORE SWA CABLE FOR ACE OF SPADES NEUTRAL CT CABLE",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"380","RQ22021086","10225218","2022-02-08","PURCHASE OF INSTANT LAWN FOR COVENTRY RD WORKSHOPS",,"0","2022-12-07 10:12:16","../specifications/LAWN.jpg","ze3522741","524301",,,"acc475005","harare"
"381","RQ22021071","10224901","2022-02-01","PURCHASE OF FABRICATION MATERIALS FOR WORKSHOP SHED",,"0","2022-12-07 10:12:16","../specifications/STORES SHED MATERIALS 1.jpg","ze3522741","524301",,,"acc404091","harare"
"382","RQ22021073","10219560","2021-10-27","PURCHASE OF 100W PURCHASE OF FLOOD LIGHTS 100 WATTS LED SOLAR FOR SUBSTATION SECURITY LIGHTS",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"383","RQ22021025","10219566","2021-10-27","PURCHASE OF CONTROL ROOM LIGHTS IN PRIMARY SUBSTATION
CONLAS LED 4 FT DOUBLE CE TYPE AND LTFCLD 456 AND TUBE LED FT 1,2M 16/18 WATTS D/L 6500K OSRAM",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"384","RQ22021051","10225184","2022-02-10","5 * Desks for costing staff",,"0","2022-12-07 10:12:16","../specifications/spec fr desks.pdf","ze232300","522001","ACE22020285","specifications/1643792914ACE.Form_ desks costing.doc","acc281700","harare"
"385","RQ22021092","10225366","2022-02-10","Purchase of picture frames",,"0","2022-12-07 10:12:16","../specifications/Strachans quotation - Picture Frames.pdf","ze301744","524001",,,"acc473010","harare"
"386","RQ22021050","10225397","2022-02-10","Beverages for retirement party 18 February 2022",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473700","harare"
"387","RQ22021012","80222922","2022-02-10","SUPPLY 215/15 TYRES ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"388","RQ22021040","10222925","2022-02-10","ENGINE OIL FOR WORKSHOPS",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"389","RQ22021017","90224446","2022-02-10","FRONT WHEEL BEARINGS FOR NP300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"390","RQ22021014","10222962","2022-02-10","SUPPLY H4 BULBS ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"391","RQ22021042","10224517","2022-02-10","POWER STEERING PUMP BELTS FOR NP300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"392","RQ2202109","80224525","2022-02-10","LOWER AND UPPER CONTROL ARMS FOR NP300 4X4 NISSAN",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"393","RQ22021076","90224525","2022-02-10","SUPPLY LOWER/UPPER CONTROL ARM FOR NISSAN NP 300 4X4",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"394","RQ22021039","90224527","2022-02-10","LOWER BALL JOINT FOR NISSAN NP 300 4X4",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"395","RQ22021032","90224444","2022-02-10","SERVICE KIT FOR NISSAN NP200",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"396","RQ2202107","10225407","2022-02-10","MV SERVISE CABLE REPLACEMENT NO 78 FLAT NO 5& 7 GREENGROOVE GREENDALE",,"0","2022-12-07 10:12:16","../specifications/","ze37222","524504",,,"acc404086","harare"
"397","RQ22021081","10225400","2022-02-10","11KV SUBSTATION RELOCATION ORIEL GIRLS",,"0","2022-12-07 10:12:16","../specifications/","ze37222","524504",,,"acc404086","harare"
"398","RQ2202104","10225422","2022-02-10","office furniture for Admin Officer",,"0","2022-12-07 10:12:16","../specifications/PROFORMA INVOICE ZETDC.pdf","ze296538","523001","ACE22012446","specifications/1643009810scan0019.pdf","acc475300","harare"
"399","RQ22021078","10225399","2022-02-09","REPLACEMENT OF STOLEN COPPER CONDUCTORS CORONATION AND VALLET ROADS",,"0","2022-12-07 10:12:16","../specifications/","ze37222","524504",,,"acc404086","harare"
"400","RQ2202105","10225421","2022-02-10","office furniture for Admin Clerk",,"0","2022-12-07 10:12:16","../specifications/ZETDC PROFORMA AO.pdf","ze296538","523001","ACE2201241","specifications/1643009883scan0020.pdf","acc475300","harare"
"401","RQ22021169","10225423","2022-02-11","attend to fuel system on HR5242 ADL3494",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"402","RQ22021111","10223914","2022-02-11","Air con for Drone office ground floor",,"0","2022-12-07 10:12:16","../specifications/scan0100.pdf","ze296538","523001","ACE22012484","specifications/1643010139scan0041.pdf","acc475005","harare"
"403","RQ22021116","10225479","2022-02-11","transportation of quarry dust to Waterfalls depot Parktown",,"0","2022-12-07 10:12:16","../specifications/HM108 -ZWL-  ZETDC (1).pdf","ze296538","523001",,,"acc475500","harare"
"404","RQ2202119","10224452","2022-02-11","Dunkeld flood lights",,"0","2022-12-07 10:12:16","../specifications/scan0099.pdf","ze296538","523001",,,"acc475005","harare"
"405","RQ22021417","10225499","2022-02-14","AIR CONDITIONING FOR SWITCH BOARD SAVER",,"0","2022-12-07 10:12:16","../specifications/Quotation ZETDC WYNNE STREET SERVER ROOM.pdf","ze296538","523001","ACE22020922","specifications/1644410852Quotation ZETDC WYNNE STREET (1).pdf","acc475005","harare"
