"document_id","supplier1","rfq_no","payment_terms1","bid_validity1","delivery_period1","technical_specifications1","valid_tax_clearance1","registered_with_praz1","tax_status1","site_visit_done1","samples_delivered1","decision1","total1","remarks1","supplier2","payment_terms2","bid_validity2","delivery_period2","decision2","total2","technical_specifications2","valid_tax_clearance2","registered_with_praz2","tax_status2","site_visit_done2","samples_delivered2","remarks2","supplier3","payment_terms3","bid_validity3","delivery_period3","technical_specifications3","valid_tax_clearance3","registered_with_praz3","tax_status3","site_visit_done3","samples_delivered3","decision3","total3","remarks3","supplier4","payment_terms4","bid_validity4","delivery_period4","technical_specifications4","valid_tax_clearance4","registered_with_praz4","tax_status4","site_visit_done4","samples_delivered4","decision4","total4","remarks4","supplier5","payment_terms5","bid_validity5","delivery_period5","technical_specifications5","valid_tax_clearance5","registered_with_praz5","tax_status5","site_visit_done5","samples_delivered5","decision5","total5","remarks5","supplier6","payment_terms6","bid_validity6","delivery_period6","technical_specifications6","valid_tax_clearance6","registered_with_praz6","tax_status6","site_visit_done6","samples_delivered6","decision6","total6","remarks6","supplier7","payment_terms7","bid_validity7","delivery_period7","technical_specifications7","valid_tax_clearance7","registered_with_praz7","tax_status7","site_visit_done7","samples_delivered7","decision7","total7","remarks7","supplier8","payment_terms8","bid_validity8","delivery_period8","technical_specifications8","valid_tax_clearance8","registered_with_praz8","tax_status8","site_visit_done8","samples_delivered8","decision8","total8","remarks8","supplier9","payment_terms9","bid_validity9","delivery_period9","technical_specifications9","valid_tax_clearance9","registered_with_praz9","tax_status9","site_visit_done9","samples_delivered9","decision9","total9","remarks9","supplier10","payment_terms10","bid_validity10","delivery_period10","technical_specifications10","valid_tax_clearance10","registered_with_praz10","tax_status10","site_visit_done10","samples_delivered10","decision10","total10","remarks10","supplier11","payment_terms11","bid_validity11","delivery_period11","technical_specifications11","valid_tax_clearance11","registered_with_praz11","tax_status11","site_visit_done11","samples_delivered11","decision11","total11","remarks11","supplier12","payment_terms12","bid_validity12","delivery_period12","technical_specifications12","valid_tax_clearance12","registered_with_praz12","tax_status12","site_visit_done12","samples_delivered12","decision12","total12","remarks12","supplier13","payment_terms13","bid_validity13","delivery_period13","technical_specifications13","valid_tax_clearance13","registered_with_praz13","tax_status13","site_visit_done13","samples_delivered13","decision13","total13","remarks13","supplier14","payment_terms14","bid_validity14","delivery_period14","technical_specifications14","valid_tax_clearance14","registered_with_praz14","tax_status14","site_visit_done14","samples_delivered14","decision14","total14","remarks14","supplier15","payment_terms15","bid_validity15","delivery_period15","technical_specifications15","valid_tax_clearance15","registered_with_praz15","tax_status15","site_visit_done15","samples_delivered15","decision15","total15","remarks15","supplier16","payment_terms16","bid_validity16","delivery_period16","technical_specifications16","valid_tax_clearance16","registered_with_praz16","tax_status16","site_visit_done16","samples_delivered16","decision16","total16","remarks16","supplier17","payment_terms17","bid_validity17","delivery_period17","technical_specifications17","valid_tax_clearance17","registered_with_praz17","tax_status17","site_visit_done17","samples_delivered17","decision17","total17","remarks17","supplier18","payment_terms18","bid_validity18","delivery_period18","technical_specifications18","valid_tax_clearance18","registered_with_praz18","tax_status18","site_visit_done18","samples_delivered18","decision18","total18","remarks18","supplier19","payment_terms19","bid_validity19","delivery_period19","technical_specifications19","valid_tax_clearance19","registered_with_praz19","tax_status19","site_visit_done19","samples_delivered19","decision19","total19","remarks19","supplier20","payment_terms20","bid_validity20","delivery_period20","technical_specifications20","valid_tax_clearance20","registered_with_praz20","tax_status20","site_visit_done20","samples_delivered20","decision20","total20","remarks20","supplier21","payment_terms21","bid_validity21","delivery_period21","technical_specifications21","valid_tax_clearance21","registered_with_praz21","tax_status21","site_visit_done21","samples_delivered21","decision21","total21","remarks21","supplier22","payment_terms22","bid_validity22","delivery_period22","technical_specifications22","valid_tax_clearance22","registered_with_praz22","tax_status22","site_visit_done22","samples_delivered22","decision22","total22","remarks22","supplier23","payment_terms23","bid_validity23","delivery_period23","technical_specifications23","valid_tax_clearance23","registered_with_praz23","tax_status23","site_visit_done23","samples_delivered23","decision23","total23","remarks23","supplier24","payment_terms24","bid_validity24","delivery_period24","technical_specifications24","valid_tax_clearance24","registered_with_praz24","tax_status24","site_visit_done24","samples_delivered24","decision24","total24","remarks24","supplier25","payment_terms25","bid_validity25","delivery_period25","technical_specifications25","valid_tax_clearance25","registered_with_praz25","tax_status25","site_visit_done25","samples_delivered25","decision25","total25","remarks25","supplier26","payment_terms26","bid_validity26","delivery_period26","technical_specifications26","valid_tax_clearance26","registered_with_praz26","tax_status26","site_visit_done26","samples_delivered26","decision26","total26","remarks26","supplier27","payment_terms27","bid_validity27","delivery_period27","technical_specifications27","valid_tax_clearance27","registered_with_praz27","tax_status27","site_visit_done27","samples_delivered27","decision27","total27","remarks27","supplier28","payment_terms28","bid_validity28","delivery_period28","technical_specifications28","valid_tax_clearance28","registered_with_praz28","tax_status28","site_visit_done28","samples_delivered28","decision28","total28","remarks28","supplier29","payment_terms29","bid_validity29","delivery_period29","technical_specifications29","valid_tax_clearance29","registered_with_praz29","tax_status29","site_visit_done29","samples_delivered29","decision29","total29","remarks29","supplier30","payment_terms30","bid_validity30","delivery_period30","technical_specifications30","valid_tax_clearance30","registered_with_praz30","tax_status30","site_visit_done30","samples_delivered30","decision30","total30","remarks30","status","user1","status_1","date_1","user2","status_2","date_2","user3","status_3","date_3","user4","status_4","date_4","user5","status_5","date_5","user6","status_6","date_6","user7","status_7","date_7","user8","status_8","date_8","user9","status_9","date_9","user10","status_10","date_10","finance_user","finance_status","finance_date","gm_user","gm_status","gm_date","recommendation","ranking1","ranking2","ranking3","ranking4","ranking5","order_number","reason_1","reason_2","reason_3","order_date","order_status","payment_status","grn_delivery_status","grn_status","site_visit_required","samples_required"
"TD22040483","SUNSHINE SPEED SHOP","10226139","on","on","on","on","on","on",,"on",,"on","59800",,"CHRIS & JACOB","on","on","on",,"41600","on","on","on",,,,,"PACEMASTERS PANEL BEATERS","on","on","on","on","on","on",,"on",,"on","180000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2022-04-22 05:38:50","ze325058","1","2022-04-16 07:58:22","ze261084","1","2022-04-04 14:06:10","ze283266","1","2022-04-05 11:07:39","ze263567","1","2022-04-19 07:32:42",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-04-22 15:16:05","ze043110","1","2022-04-25 17:10:01"," SUNSHINE SPEED SHOP being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$59800 excluding VAT.","SUNSHINE SPEED SHOP","PACEMASTERS PANEL BEATERS",,,,,"duplicate",,,"0000-00-00","0",,,"0","yes","no"
"TD22040487","ENFLO ENGINEERING","10226279","on","on","on","on","on","on",,,,"on","1200000",,"AMMAVIM","on","on","on","on","960000","on","on","on",,,,,"BRUTAMINE ENTRPRISES","on","on","on","on","on","on",,,,"on","1451580",,"ELOTECH INVESTMENTS","on","on","on","on","on","on",,,,"on","900000",,"VIMMARK INVESTMENTS","on","on","on","on","on","on",,,,"on","955000",,"DIAMOND ELECTRICAL","on","on","on","on","on","on",,,,"on","989000",,"AGRISOFT AFRICA VENTURES","on","on","on","on","on","on",,,,"on","1250000",,"RENKOO TRADING","on","on","on","on","on","on",,,,"on","1500000",,"janask enterprises","on","on","on","on","on","on",,,,"on","1040950",,"AMOURED ELECTRICAL",,,,"on","on","on",,,,,"885000",,"KAMTAP INVESTMENTS","on","on","on","on","on","on",,,,"on","890000",,"SWORD WEAR","on","on","on","on","on","on",,,,"on","819400",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","2","2022-04-05 14:06:17","ze325058","0","0000-00-00 00:00:00","ze233366","1","2022-04-05 07:42:07","ze243973","0","0000-00-00 00:00:00","ze263567","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," SWORD WEAR being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$819400 excluding VAT.","SWORD WEAR","KAMTAP INVESTMENTS","ELOTECH INVESTMENTS","VIMMARK INVESTMENTS","AMMAVIM TRADING",,"Sword wear 890 000",,,"0000-00-00","0",,,"0","no","no"
"TD22040489","SUNSHINE SPEED SHOP","10226180","on","on","on","on","on","on",,"on",,"on","59800",,"CHRIS & JACOB","on","on","on",,"41600","on","on","on",,,,,"PACEMASTERS PANEL BEATERS","on","on","on","on","on","on",,"on",,"on","180000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2022-04-22 05:38:58","ze325058","1","2022-04-16 07:58:44","ze261084","1","2022-04-04 14:21:46","ze283266","1","2022-04-05 11:07:53","ze263567","1","2022-04-19 07:33:02",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-04-22 15:15:50","ze043110","1","2022-04-25 17:10:10"," SUNSHINE SPEED SHOP being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$59800 excluding VAT.","SUNSHINE SPEED SHOP","PACEMASTERS PANEL BEATERS",,,,,"reason for rejecting Chris and Jacobs",,,"0000-00-00","0",,,"0","yes","no"
"TD22040491","SUNSHINE SPEED SHOP","10226140","on","on","on","on","on","on",,"on",,"on","59800",,"CHRIS & JACOB","on","on","on",,"41600","on","on","on",,,,,"PACEMASTERS PANEL BEATERS","on","on","on","on","on","on",,"on",,"on","180000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2022-04-22 05:39:07","ze325058","1","2022-04-16 07:59:12","ze261084","1","2022-04-04 13:36:36","ze283266","1","2022-04-05 11:08:53","ze263567","1","2022-04-19 07:34:01",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-04-22 15:15:39","ze043110","1","2022-04-25 17:10:18"," SUNSHINE SPEED SHOP being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$59800 excluding VAT.","SUNSHINE SPEED SHOP","PACEMASTERS PANEL BEATERS",,,,,"reaason for rejecting Chris and Jacobs",,,"0000-00-00","0",,,"0","yes","no"
"TD22040492","SUNSHINE SPEED SHOP","10226179","on","on","on","on","on","on",,"on",,"on","59800",,"CHRIS & JACOB","on","on","on",,"41600","on","on","on",,,,,"PACEMASTERS PANEL BEATERS","on","on","on","on","on","on",,"on",,"on","180000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2022-04-22 05:39:15","ze325058","1","2022-04-16 07:59:26","ze261084","1","2022-04-04 12:11:10","ze283266","1","2022-04-05 11:09:48",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-04-22 15:15:24","ze043110","1","2022-04-25 17:10:27"," SUNSHINE SPEED SHOP being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$59800 excluding VAT.","SUNSHINE SPEED SHOP","PACEMASTERS PANEL BEATERS",,,,,"reason for rejecting Chris and Jacobs",,,"0000-00-00","0",,,"0","yes","no"
"TD2204051","ENFLO ENGINEERING","10226279","on","on","on","on","on","on",,,,"on","1200000",,"AMMAVIM TRADING","on","on","on","on","960000","on","on","on",,,,,"BRUTAMINE ENTRPRISES","on","on","on","on","on","on",,,,"on","1451580",,"ELOTECH INVESTMENTS","on","on","on","on","on","on",,,,"on","900000",,"VIMMARK INVESTMENTS","on","on","on","on","on","on",,,,"on","955000",,"DIAMOND ELECTRICAL","on","on",,"on","on","on",,,,,"989000",,"AGRISOFT AFRICA VENTURES","on","on","on","on","on","on",,,,"on","1250000",,"RENKOO TRADING","on","on","on","on","on","on",,,,"on","1500000",,"janask enterprises","on","on","on","on","on","on",,,,"on","1040950",,"AMOURED ELECTRICAL",,,,"on","on","on",,,,,"885000",,"KAMTAP INVESTMENTS","on","on","on","on","on","on",,,,"on","890000",,"SWORD WEAR","on","on","on","on","on","on",,,,"on","819400",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","2","2022-04-05 13:53:08","ze325058","0","0000-00-00 00:00:00","ze233366","1","2022-04-05 07:42:07","ze243973","0","0000-00-00 00:00:00","ze263567","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," SWORD WEAR being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$819400 excluding VAT.","SWORD WEAR","KAMTAP INVESTMENTS","ELOTECH INVESTMENTS","VIMMARK INVESTMENTS","AMMAVIM TRADING",,"Sword Wear price not captured correctly",,,"0000-00-00","0",,,"0","no","no"
"TD22040553","ZEBRA CONTRACTING","10227732","on","on","on","on","on","on",,"on",,"on","264399.98",,,,,,,"0",,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2022-04-05 14:06:39","ze325058","1","2022-04-08 06:15:07","ze233366","1","2022-04-05 09:09:32","ze272264","1","2022-04-06 06:44:07","ze263567","1","2022-04-06 09:27:24",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-04-08 07:44:48","ze043110","1","2022-04-12 07:44:37"," ZEBRA CONTRACTING being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$264399.98 excluding VAT.","ZEBRA CONTRACTING",,,,,,,,,"0000-00-00","0",,,"0","yes","no"
"TD22040568","SWORD WEAR","10226278","on","on","on","on","on","on",,,,"on","2318800",,"BRUTAMINE ENTRPRISES","on","on","on","on","2558191.2","on","on","on",,,,,"AMMAVIM TRADING","on","on","on","on","on","on",,,,"on","1680000",,"VIMMARK INVESTMENTS","on","on","on","on","on","on",,,,"on","1640000",,"ELOTECH INVESTMENTS","on","on","on","on","on","on",,,,"on","2096000",,"AGRISOFT AFRICA VENTURES","on","on","on","on","on","on",,,,"on","2397356",,"janask enterprises","on","on","on","on","on","on",,,,"on","2272072",,"DIAMOND ELECTRICAL","on","on",,"on","on","on",,,,,"1999920",,"RENKOO TRADING","on","on","on","on","on","on",,,,"on","2440000",,"ARMOURED ELECTRICALS (PVT) LTD",,,,"on","on","on",,,,,"2352000",,"ENFLO ENGINEERING","on","on","on","on","on","on",,,,"on","2004000",,"KAMTAP INVESTMENTS","on","on","on","on","on","on",,,,"on","2016000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2022-04-05 14:08:02","ze325058","1","2022-04-05 08:45:48","ze233366","1","2022-04-05 08:25:56","ze243973","1","2022-04-06 07:34:53","ze263567","2","2022-05-24 13:24:58",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," VIMMARK INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$1640000 excluding VAT.","VIMMARK INVESTMENTS","AMMAVIM TRADING","ENFLO ENGINEERING","KAMTAP INVESTMENTS","ELOTECH INVESTMENTS",,"procure from Cafca",,,"0000-00-00","0",,,"0","no","no"
"TD22040634","VIDMAR INDUSTRIAL SUPPLIERS","10224444","on","on","on","on","on","on",,,,"on","269000","Comply","AGRISOFT AFRICA VENTURES","on","on","on","on","538964.5","on","on","on",,,,"Comply","BRUTAMINE ENTRPRISES","on","on","on","on","on","on",,,,"on","372000","Comply",,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2022-04-11 06:47:42","ze325058","1","2022-04-13 08:33:06","ze52035","1","2022-04-06 14:18:27","ze243973","1","2022-04-19 07:12:16","ze263567","2","2022-05-24 13:28:24",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," VIDMAR INDUSTRIAL SUPPLIERS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$269000 excluding VAT.","VIDMAR INDUSTRIAL SUPPLIERS","BRUTAMINE ENTRPRISES","AGRISOFT AFRICA VENTURES",,,,"source from manufacturer",,,"0000-00-00","0",,,"0","no","no"
"TD22040669","PROMINENT DISTRIBUTORS","10225083","on","on","on","on","on","on",,,,"on","5910000",,"SWORD WEAR","on","on","on","on","8700000","on","on","on",,,,,"AGRISOFT AFRICA VENTURES","on","on","on","on","on","on",,,,"on","15374847.6",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2022-04-06 13:19:18","ze325058","1","2022-04-12 14:20:43","ze261084","1","2022-04-06 07:47:34","ze243973","1","2022-04-13 07:04:19","ze263567","2","2022-04-19 08:02:41",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," PROMINENT DISTRIBUTORS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$5910000 excluding VAT. ABOVE THRESH HOLD TENDER RECOMMENDED","PROMINENT DISTRIBUTORS","SWORD WEAR","AGRISOFT AFRICA VENTURES",,,,"ABOVE THRESHOLD",,,"0000-00-00","0",,,"0","no","no"
"TD22040670","Mufudza Touch Investment","10227836",,,,"on","on","on",,,,,"480000",,"SUVIKIN ENTERPRISES","on","on","on","on","369000","on","on","on",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze234001","1","2022-04-07 12:39:59","ze325058","1","2022-04-10 06:40:00","ZE9104203","1","2022-04-06 13:24:26",,"0","0000-00-00 00:00:00","ze263567","1","2022-04-08 08:27:42",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," SUVIKIN ENTERPRISES being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$369000 excluding VAT.","SUVIKIN ENTERPRISES",,,,,,,,,"0000-00-00","0",,,"0","no","no"
